,location,salary,sector
1864,IA,"54,000.00 - 56,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1865,FL,"38,000.00 - 58,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1866,MO,"30,000.00 - 45,000.00 $ /year401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1867,FL,11.00 - 13.00 $ /hour,Student (High School)
1868,MO,"45,000.00 - 60,000.00 $ /yearSalary + $25,000 bonus - performance based, 401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1869,LA,"45,000.00 - 55,000.00 $ /yearplus bonuses & perks",Manager (Manager/Supervisor of Staff)
1870,WA,17.00 - 22.00 $ /hour,Experienced (Non-Manager)
1871,FL,"30,000.00 - 45,000.00 $ /yearBONUS",Manager (Manager/Supervisor of Staff)
1872,OH,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1873,LA,"45,000.00 - 58,000.00 $ /year",Food Services/Hospitality
1874,TX,12.00 - 15.00 $ /year,Experienced (Non-Manager)
1875,CA,"130,000.00 - 165,000.00 $ /year",Medical/Health
1876,ID,"75,000.00 - 175,000.00 $ /year",Experienced (Non-Manager)
1877,MO,"30,000.00 - 45,000.00 $ /year401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1878,PA,"32,000.00 - 40,000.00 $ /year?",Food Services/Hospitality
1879,IL,"65,000.00 - 95,000.00 $ /yearComprehensive Benefits Package!",Experienced (Non-Manager)
1880,CA,"85,000.00 - 95,000.00 $ /year?",Food Services/Hospitality
1881,LA,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1882,NC,"42,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1883,CA,"75,000.00 - 85,000.00 $ /year?",Food Services/Hospitality
1884,CA,0.00 - 27.82 $ /hour$750 Signing Bonus,Experienced (Non-Manager)
1885,CO,"35,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1886,MO,"45,000.00 - 60,000.00 $ /yearSalary + $25,000 bonus - performance based, 401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1887,FL,$10.00+ /hour,Food Services/Hospitality
1888,LA,"36,000.00 - 48,000.00 $ /yearbonus potential in excess of $10,000",Manager (Manager/Supervisor of Staff)
1889,CA,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1890,CA,"65,000.00 - 80,000.00 $ /yearPlus Bonus and Benefits",Manager (Manager/Supervisor of Staff)
1891,IN,$15.00+ /year,Medical/Health
1892,PA,"45,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1893,SC,19.00 - 21.00 $ /hour,Experienced (Non-Manager)
1894,TX,35.00 - 48.00 $ /year,Food Services/Hospitality
1895,FL,"42,000.00 - 50,000.00 $ /year",Food Services/Hospitality
1896,PA,"40,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1897,FL,"80,000.00 - 95,000.00 $ /year",Medical/Health
1898,NC,"45,000.00 - 70,000.00 $ /yearBonus and Benefits",Manager (Manager/Supervisor of Staff)
1899,IL,"70,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1900,TX,12.00 - 15.00 $ /year,Experienced (Non-Manager)
1901,,"50,000.00 - 65,000.00 $ /yearBonus (guaranteed first year)",Manager (Manager/Supervisor of Staff)
1902,TX,"40,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1903,TX,"44,000.00 - 60,000.00 $ /year",Medical/Health
1904,AZ,"45,000.00 - 58,000.00 $ /yearComprehensive Medical Benefits, Bonus Program and Much More!",Manager (Manager/Supervisor of Staff)
1905,FL,$5.03+ /hourTipped Wages,Entry Level
1906,CA,50.00 - 60.00 $ /hour,Experienced (Non-Manager)
1907,WI,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1908,KS,9.00 - 14.78 $ /hour,Entry Level
1909,CA,"$50,000.00+ /year",Manager (Manager/Supervisor of Staff)
1910,WI,"55,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1911,FL,"45,000.00 - 50,000.00 $ /yearBonuses",Manager (Manager/Supervisor of Staff)
1912,SC,"36,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1913,CA,"66,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1914,CA,"30,000.00 - 60,000.00 $ /yearHourly rate or salary depends on expertise/experience",Experienced (Non-Manager)
1915,FL,"45,000.00 - 55,000.00 $ /yearBonus Plan",Manager (Manager/Supervisor of Staff)
1916,CA,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
1917,FL,"39,000.00 - 60,000.00 $ /yearexcellent bonus opportunities and benefits",Manager (Manager/Supervisor of Staff)
1918,CA,"24,000.00 - 30,000.00 $ /year$750.00 RePerformance Bonus",Manager (Manager/Supervisor of Staff)
1919,MO,"60,000.00 - 160,000.00 $ /yearsalary, bonus and commision",Manager (Manager/Supervisor of Staff)
1920,MI,14.00 - 18.00 $ /year,Entry Level
1921,OH,9.00 - 10.00 $ /hour,Experienced (Non-Manager)
1922,MO,8.50 - 9.00 $ /hour,Entry Level
1923,FL,"40,000.00 - 50,000.00 $ /yearmonthly bonus",Manager (Manager/Supervisor of Staff)
1924,CA,"50,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1925,FL,"38,000.00 - 58,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1926,CA,"70,000.00 - 78,000.00 $ /year",Experienced (Non-Manager)
1927,KS,"55,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1928,TX,"50,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1929,CA,"38,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
1930,MD,16.00 - 16.00 $ /hour,Medical/Health
1931,CA,"42,848.00 - 61,547.00 $ /year",Experienced (Non-Manager)
1932,FL,"48,000.00 - 55,000.00 $ /yearComprehensive Medical Benefits, Bonus Program and Much More!",Manager (Manager/Supervisor of Staff)
1933,IL,"32,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1934,TX,Hourly Rate and Cash Tips every shift - this can equal out to $18-20/hr,Student (High School)
1935,KS,"42,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1936,SC,15.00 - 17.00 $ /hour,Experienced (Non-Manager)
1937,WI,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1938,PA,"34,000.00 - 42,000.00 $ /yearquarterly bonus",Manager (Manager/Supervisor of Staff)
1939,IA,8.50 - 10.00 $ /hourPerformance bonuses available!,Student (Undergraduate/Graduate)
1940,FL,"$50,000.00+ /year",Manager (Manager/Supervisor of Staff)
1941,CA,28.00 - 30.00 $ /hour,Experienced (Non-Manager)
1942,NY,15.00 - 30.00 $ /hour,Manager (Manager/Supervisor of Staff)
1943,PA,18.00 - 19.00 $ /hour,Experienced (Non-Manager)
1944,WI,0.00 - 14.19 $ /hour,General/Other: Food Services
1945,MD,"98,239.20 - 162,070.40 $ /year",Experienced (Non-Manager)
1946,GA,"40,000.00 - 45,000.00 $ /year?",Food Services/Hospitality
1947,NY,40.00 - 40.00 $ /year,Manager (Manager/Supervisor of Staff)
1948,NE,$1000 HIRING BONUS,Experienced (Non-Manager)
1949,KS,"45,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1950,MO,"42,000.00 - 57,000.00 $ /year",Food Services/Hospitality
1951,MA,0.00 - 20.00 $ /hour,Medical/Health
1952,MO,"26,000.00 - 50,000.00 $ /year",Food Services/Hospitality
1953,AR,"60,000.00 - 160,000.00 $ /yearsalary, bonus and commision",Manager (Manager/Supervisor of Staff)
1954,FL,"45,000.00 - 55,000.00 $ /yearBase Salary DOE + Bonus",Manager (Manager/Supervisor of Staff)
1955,TX,$24.00+ /year,Medical/Health
1956,NC,"33,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1957,IL,"80,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1958,WI,"45,000.00 - 56,000.00 $ /year",Food Services/Hospitality
1959,NY,"50.00 - 55.00 $ /hourmore experience, more money",Manager (Manager/Supervisor of Staff)
1960,DE,8.00 - 10.00 $ /hour,Entry Level
1961,FL,"40,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1962,VA,"40,000.00 - 52,000.00 $ /yearvery attainable bonuses",Manager (Manager/Supervisor of Staff)
1963,OH,"$18,500.00+ /year20 Hours a week!",Manager (Manager/Supervisor of Staff)
1964,FL,"45,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1965,FL,"40,000.00 - 45,000.00 $ /yearBase plus monthly bonus",Manager (Manager/Supervisor of Staff)
1966,WI,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1967,WI,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1968,TX,"30,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1969,OH,"45,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1970,FL,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
1971,CA,"60,220.00 - 60,220.00 $ /year",Experienced (Non-Manager)
1972,FL,"40,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1973,MI,"35,000.00 - 40,000.00 $ /yearBonuses",Manager (Manager/Supervisor of Staff)
1974,LA,"30,000.00 - 65,000.00 $ /year?",Food Services/Hospitality
1975,CA,"45,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1976,LA,"30,000.00 - 60,000.00 $ /year?",Food Services/Hospitality
1977,FL,$8.05+ /hour,Entry Level
1978,WI,"38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
1979,CA,"40,000.00 - 50,000.00 $ /yearplus aggressive monthly bonus",Manager (Manager/Supervisor of Staff)
1980,RI,"$45,000.00+ /yearbonus,incentive based",Manager (Manager/Supervisor of Staff)
1981,PA,"45,000.00 - 48,000.00 $ /year2500.00 sign on bonus",Experienced (Non-Manager)
1982,IA,$20.00+ /hourDOE Generous Benefits,Experienced (Non-Manager)
1983,TX,"33,000.00 - 35,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1984,IN,"35,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1985,NC,"40,000.00 - 52,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1986,CA,"45,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1987,NV,"45,000.00 - 60,000.00 $ /year",Food Services/Hospitality
1988,CA,"30,000.00 - 52,000.00 $ /yearHourly rate or salary depends on experience",Experienced (Non-Manager)
1989,LA,"45,000.00 - 60,000.00 $ /yearBonus potential up to $16,800",Manager (Manager/Supervisor of Staff)
1990,IL,15.00 - 15.96 $ /hour,Medical/Health
1991,OH,"45,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1992,FL,"50,000.00 - 65,000.00 $ /yearcommiserated with experience plus benefits and bonus",Manager (Manager/Supervisor of Staff)
